price,volume,time,timestamp,type,order_type,trade_id
94519.9,0.00010423,2025-05-05 21:42:16,1746481336.0619328,buy,limit,82757371
94519.9,0.00039461,2025-05-05 21:42:17,1746481337.596804,buy,market,82757372
94519.9,0.00051471,2025-05-05 21:42:25,1746481345.5257523,buy,limit,82757373
94520.0,0.00047618,2025-05-05 21:42:25,1746481345.5257523,buy,limit,82757374
94520.0,0.000174,2025-05-05 21:42:28,1746481348.038558,buy,limit,82757375
94520.0,0.0001,2025-05-05 21:42:41,1746481361.4262316,buy,market,82757376
94520.0,0.00528988,2025-05-05 21:42:43,1746481363.8029103,buy,limit,82757377
94520.0,0.00024576,2025-05-05 21:42:53,1746481373.1395607,buy,limit,82757378
94520.0,0.000169,2025-05-05 21:43:06,1746481386.036962,buy,limit,82757379
94520.1,3.947e-05,2025-05-05 21:43:06,1746481386.036962,buy,limit,82757380
94520.1,0.00475491,2025-05-05 21:43:18,1746481398.721067,buy,limit,82757381
94527.9,5.289e-05,2025-05-05 21:43:18,1746481398.721067,buy,limit,82757383
94529.9,0.0034364,2025-05-05 21:43:18,1746481398.721067,buy,limit,82757384
94520.6,0.00723887,2025-05-05 21:43:18,1746481398.721067,buy,limit,82757382
94529.8,0.00015042,2025-05-05 21:43:45,1746481425.04484,sell,limit,82757385
94529.9,0.00010134,2025-05-05 21:43:55,1746481435.4911833,buy,limit,82757387
94529.9,0.00239059,2025-05-05 21:43:55,1746481435.4911833,buy,limit,82757386
94532.0,0.00015864,2025-05-05 21:43:57,1746481437.4369972,buy,market,82757388
94532.0,0.00085018,2025-05-05 21:44:00,1746481440.2358143,buy,limit,82757389
94532.0,5.289e-05,2025-05-05 21:44:06,1746481446.8241744,buy,market,82757390
94531.9,0.03720199,2025-05-05 21:44:17,1746481457.9027133,sell,limit,82757391
94531.9,0.001,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757396
94529.9,0.01750807,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757400
94531.9,0.001,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757394
94531.9,0.06279801,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757392
94531.9,0.002051,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757393
94531.9,0.001,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757397
94531.9,0.0317611,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757395
94531.9,0.04,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757398
94531.9,0.00131,2025-05-05 21:44:20,1746481460.3568828,sell,limit,82757399
94524.1,1.01086283,2025-05-05 21:44:20,1746481460.356883,sell,limit,82757401
94528.0,0.00026446,2025-05-05 21:44:22,1746481462.9227505,buy,limit,82757402
94531.9,0.00115309,2025-05-05 21:44:33,1746481473.7971797,sell,limit,82757403
94532.0,0.00091966,2025-05-05 21:44:39,1746481479.677198,buy,market,82757404
94536.0,8.034e-05,2025-05-05 21:44:39,1746481479.677198,buy,market,82757405
94535.9,0.000375,2025-05-05 21:44:45,1746481485.6626964,sell,limit,82757406
94536.0,0.00015093,2025-05-05 21:44:47,1746481487.639056,buy,market,82757407
94536.0,0.00104217,2025-05-05 21:44:48,1746481488.633934,buy,limit,82757408
94536.0,9.765e-05,2025-05-05 21:44:53,1746481493.7043073,buy,limit,82757409
94536.0,0.00663151,2025-05-05 21:45:17,1746481517.719916,buy,market,82757411
94542.6,0.00899555,2025-05-05 21:45:17,1746481517.719916,buy,market,82757415
94545.9,5.288e-05,2025-05-05 21:45:17,1746481517.719916,buy,market,82757416
94555.1,5.288e-05,2025-05-05 21:45:17,1746481517.719916,buy,market,82757417
94539.9,0.00697633,2025-05-05 21:45:17,1746481517.719916,buy,market,82757414
94536.0,0.00862891,2025-05-05 21:45:17,1746481517.719916,buy,market,82757410
94536.9,5.289e-05,2025-05-05 21:45:17,1746481517.719916,buy,market,82757413
94536.1,0.00643638,2025-05-05 21:45:17,1746481517.719916,buy,market,82757412
94562.4,0.00953449,2025-05-05 21:45:17,1746481517.719916,buy,market,82757419
94559.9,0.01020835,2025-05-05 21:45:17,1746481517.719916,buy,market,82757418
94566.6,0.04237696,2025-05-05 21:45:17,1746481517.719916,buy,market,82757421
94564.0,5.287e-05,2025-05-05 21:45:17,1746481517.719916,buy,market,82757420
94566.6,0.00038049,2025-05-05 21:45:18,1746481518.5221174,buy,limit,82757422
94570.5,0.00052089,2025-05-05 21:45:34,1746481534.1553087,buy,limit,82757423
94570.4,0.01056504,2025-05-05 21:45:35,1746481535.789676,sell,market,82757424
94572.9,5.287e-05,2025-05-05 21:45:56,1746481556.9668891,buy,market,82757425
94574.3,0.00049696,2025-05-05 21:45:56,1746481556.9668891,buy,market,82757426
94574.2,0.00465155,2025-05-05 21:46:00,1746481560.3872824,sell,limit,82757428
94574.2,0.00010573,2025-05-05 21:46:00,1746481560.3872824,sell,limit,82757427
94574.2,0.00616175,2025-05-05 21:46:00,1746481560.537301,sell,limit,82757429
94574.3,0.001,2025-05-05 21:46:03,1746481563.066012,buy,limit,82757430
94574.3,0.00031736,2025-05-05 21:46:13,1746481573.827441,buy,market,82757431
94574.3,0.00171906,2025-05-05 21:46:17,1746481577.3541071,buy,market,82757432
94582.5,0.00010573,2025-05-05 21:46:21,1746481581.6877322,buy,market,82757437
94574.3,0.00026434,2025-05-05 21:46:21,1746481581.6877322,buy,market,82757434
94579.9,0.00396769,2025-05-05 21:46:21,1746481581.6877322,buy,market,82757435
94582.1,5.286e-05,2025-05-05 21:46:21,1746481581.6877322,buy,market,82757436
94574.3,0.01198401,2025-05-05 21:46:21,1746481581.6877322,buy,market,82757433
94582.6,0.0364904,2025-05-05 21:46:21,1746481581.6877325,buy,market,82757438
94585.1,0.00020632,2025-05-05 21:46:43,1746481603.9658906,buy,limit,82757439
94585.1,0.01428949,2025-05-05 21:46:45,1746481605.3771453,buy,market,82757440
94585.9,0.00083708,2025-05-05 21:46:48,1746481608.888285,buy,market,82757441
94585.9,0.00213531,2025-05-05 21:46:53,1746481613.912368,buy,limit,82757442
94585.9,0.00112449,2025-05-05 21:46:55,1746481615.978733,buy,market,82757443
94587.8,0.00260399,2025-05-05 21:47:04,1746481624.0427592,buy,limit,82757444
94587.8,0.005286,2025-05-05 21:47:16,1746481636.150439,buy,market,82757445
94587.8,0.005286,2025-05-05 21:47:16,1746481636.235717,buy,market,82757446
94587.8,0.00085411,2025-05-05 21:47:17,1746481637.4642618,buy,limit,82757447
94589.9,0.00042315,2025-05-05 21:47:21,1746481641.9983244,buy,market,82757448
94589.9,0.00011671,2025-05-05 21:47:29,1746481649.5351624,buy,market,82757449
94589.9,0.0001112,2025-05-05 21:47:37,1746481657.652062,buy,market,82757450
94590.0,0.00601,2025-05-05 21:48:04,1746481684.0825965,buy,limit,82757452
94590.0,0.00495448,2025-05-05 21:48:04,1746481684.0825965,buy,limit,82757453
94589.9,0.00667983,2025-05-05 21:48:04,1746481684.0825965,buy,limit,82757451
94590.5,0.00010416,2025-05-05 21:48:23,1746481703.0354643,buy,limit,82757454
94590.5,0.002818,2025-05-05 21:48:23,1746481703.877948,buy,limit,82757455
94590.5,0.00320328,2025-05-05 21:48:29,1746481709.6516907,buy,market,82757456
94590.5,0.00045432,2025-05-05 21:48:38,1746481718.825453,buy,limit,82757457
94591.0,5.286e-05,2025-05-05 21:48:38,1746481718.825453,buy,limit,82757459
94590.5,0.00107158,2025-05-05 21:48:38,1746481718.825453,buy,limit,82757458
94599.8,5.453e-05,2025-05-05 21:48:42,1746481722.8582294,sell,market,82757460
94599.9,0.00083708,2025-05-05 21:48:44,1746481724.2914398,buy,market,82757461
94599.9,0.00597736,2025-05-05 21:48:48,1746481728.253164,buy,market,82757462
94599.9,5.285e-05,2025-05-05 21:48:48,1746481728.2531643,buy,market,82757463
94618.0,5.284e-05,2025-05-05 21:48:48,1746481728.2531643,buy,market,82757466
94619.9,0.0125323,2025-05-05 21:48:48,1746481728.2531643,buy,market,82757467
94608.9,5.285e-05,2025-05-05 21:48:48,1746481728.2531643,buy,market,82757464
94611.2,0.00687306,2025-05-05 21:48:48,1746481728.2531643,buy,market,82757465
94626.2,0.10660172,2025-05-05 21:48:48,1746481728.2531643,buy,market,82757468
94626.1,0.00406585,2025-05-05 21:48:49,1746481729.7153795,sell,limit,82757470
94626.1,0.00010567,2025-05-05 21:48:49,1746481729.7153795,sell,limit,82757469
94626.2,0.00049841,2025-05-05 21:48:54,1746481734.659058,buy,limit,82757471
94626.9,0.00649393,2025-05-05 21:48:55,1746481735.1634386,sell,limit,82757472
94626.9,0.00720442,2025-05-05 21:48:55,1746481735.2572234,sell,limit,82757473
94626.9,0.00799195,2025-05-05 21:48:55,1746481735.3285282,sell,limit,82757474
94626.9,0.00809251,2025-05-05 21:48:55,1746481735.4621196,sell,limit,82757475
94626.9,0.00676943,2025-05-05 21:48:55,1746481735.557589,sell,limit,82757476
94627.0,5.284e-05,2025-05-05 21:49:06,1746481746.816057,buy,limit,82757477
94629.8,0.00098568,2025-05-05 21:49:14,1746481754.160092,sell,limit,82757478
94631.5,0.01125031,2025-05-05 21:49:18,1746481758.2899363,buy,market,82757480
94629.9,0.00988447,2025-05-05 21:49:18,1746481758.2899363,buy,market,82757479
94631.4,0.08044506,2025-05-05 21:49:19,1746481759.1014898,sell,limit,82757481
94631.5,0.00012542,2025-05-05 21:49:29,1746481769.5336158,buy,market,82757482
94631.4,1.768e-05,2025-05-05 21:49:35,1746481775.2800512,sell,limit,82757483
94631.5,0.00020619,2025-05-05 21:49:40,1746481780.6116729,buy,limit,82757484
94631.5,0.00011376,2025-05-05 21:49:56,1746481796.5633743,buy,limit,82757485
94631.5,5e-05,2025-05-05 21:49:58,1746481798.4540594,buy,market,82757486
94631.4,0.000171,2025-05-05 21:50:10,1746481810.0272162,sell,limit,82757487
94631.5,0.00026418,2025-05-05 21:50:16,1746481816.4271605,buy,limit,82757488
94631.5,0.00030656,2025-05-05 21:50:20,1746481820.7483602,buy,limit,82757489
94631.5,0.00052837,2025-05-05 21:50:33,1746481833.2294939,buy,limit,82757490
94631.5,9.606e-05,2025-05-05 21:50:35,1746481835.8751364,buy,limit,82757491
94631.4,2.925e-05,2025-05-05 21:50:37,1746481837.7873237,sell,limit,82757492
94631.5,0.00046236,2025-05-05 21:50:39,1746481839.4989345,buy,market,82757493
94631.5,0.00024811,2025-05-05 21:50:56,1746481856.2856257,buy,limit,82757494
94631.5,0.00069198,2025-05-05 21:51:06,1746481866.1579134,buy,limit,82757495
94632.1,0.0060158,2025-05-05 21:51:16,1746481876.1460483,buy,limit,82757499
94631.5,0.00559377,2025-05-05 21:51:16,1746481876.1460483,buy,limit,82757497
