price,volume,time,timestamp,type,order_type,trade_id
95433.8,0.0001,2025-05-06 22:09:13,1746569353.7786007,buy,limit,82783260
95433.8,0.00029243,2025-05-06 22:09:16,1746569356.3439527,buy,limit,82783261
95433.8,0.00040781,2025-05-06 22:09:19,1746569359.9233208,buy,market,82783263
95433.8,0.00042288,2025-05-06 22:09:19,1746569359.9233208,buy,market,82783262
95433.8,0.001,2025-05-06 22:09:32,1746569372.0973084,buy,market,82783266
95433.8,0.00010478,2025-05-06 22:09:32,1746569372.0973084,buy,market,82783267
95433.8,0.00489706,2025-05-06 22:09:32,1746569372.0973084,buy,market,82783265
95433.8,0.00284819,2025-05-06 22:09:32,1746569372.0973084,buy,market,82783264
95433.9,0.00294507,2025-05-06 22:09:32,1746569372.0973086,buy,market,82783268
95457.8,0.00590227,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783276
95433.9,0.00185184,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783269
95455.0,5.238e-05,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783274
95446.1,5.239e-05,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783273
95442.5,0.01148352,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783272
95439.9,0.01213986,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783271
95434.0,0.0069057,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783270
95457.7,0.00010478,2025-05-06 22:09:33,1746569373.1261933,buy,market,82783275
95437.0,5.239e-05,2025-05-06 22:09:43,1746569383.5942495,sell,limit,82783278
95446.0,5.238e-05,2025-05-06 22:09:43,1746569383.5942495,sell,limit,82783277
95433.9,0.00040892,2025-05-06 22:09:48,1746569388.778662,buy,limit,82783279
95433.8,0.00041735,2025-05-06 22:09:49,1746569389.5761144,sell,limit,82783280
95428.0,5.239e-05,2025-05-06 22:09:49,1746569389.5761144,sell,limit,82783281
95401.0,5.241e-05,2025-05-06 22:09:53,1746569393.3603423,sell,limit,82783284
95419.0,5.24e-05,2025-05-06 22:09:53,1746569393.3603423,sell,limit,82783282
95410.0,5.24e-05,2025-05-06 22:09:53,1746569393.3603423,sell,limit,82783283
95392.0,5.241e-05,2025-05-06 22:09:53,1746569393.3624258,sell,limit,82783287
95392.4,0.10482199,2025-05-06 22:09:53,1746569393.3624258,sell,limit,82783286
95394.2,0.10481734,2025-05-06 22:09:53,1746569393.3624258,sell,limit,82783285
95389.7,0.1,2025-05-06 22:09:53,1746569393.3624258,sell,limit,82783288
95384.9,0.0059126,2025-05-06 22:09:53,1746569393.3693364,sell,limit,82783291
95386.2,0.135,2025-05-06 22:09:53,1746569393.3693364,sell,limit,82783290
95387.4,0.02449608,2025-05-06 22:09:53,1746569393.3693364,sell,limit,82783289
95378.4,0.02371954,2025-05-06 22:09:53,1746569393.3733623,sell,limit,82783294
95379.5,0.05406871,2025-05-06 22:09:53,1746569393.3733623,sell,limit,82783293
95379.5,0.00830384,2025-05-06 22:09:53,1746569393.3733623,sell,limit,82783292
95372.4,1.34978221,2025-05-06 22:09:53,1746569393.3733623,sell,limit,82783295
95372.3,0.00281999,2025-05-06 22:09:53,1746569393.3733623,sell,limit,82783296
95367.3,0.00010485,2025-05-06 22:09:53,1746569393.3769286,sell,limit,82783297
95367.2,0.01238497,2025-05-06 22:09:53,1746569393.3769286,sell,limit,82783298
95365.6,0.045,2025-05-06 22:09:53,1746569393.3769286,sell,limit,82783299
